"Country","Code","1996","1998","2000","2002","2003","2004","2005","2006","2007","2008","2009...13","2009...14","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","AverageStabilityIndex"
"Aruba","ABW",NA,NA,NA,NA,NA,0.993218183517456,1.37641596794128,1.30346059799194,1.28656852245331,1.3163959980011,1.12155425548553,0.311091840267181,0.301820993423462,0.294137328863144,0.267991930246353,0.279365241527557,0.235650628805161,0.241163447499275,0.244329184293747,0.254883855581284,0.25183629989624,0.271389871835709,0.270814150571823,0.27579003572464,0.573572543890853
"Andorra","AND",1.16952216625214,1.18287515640259,1.16698145866394,1.28276693820953,1.46513116359711,1.40210604667664,1.38492727279663,1.34965407848358,1.34201574325562,1.33847212791443,1.29713952541351,0.341262251138687,0.352399289608002,0.360775291919708,0.317384898662567,0.347427368164062,0.29147407412529,0.280070930719376,0.290933132171631,0.315330505371094,0.29657855629921,0.28803214430809,0.285638898611069,0.28867644071579,0.768232310811679
"Afghanistan","AFG",-2.41730952262878,-2.42735457420349,-2.43896889686584,-2.03503370285034,-2.19837236404419,-2.29568219184875,-2.06750988960266,-2.21913456916809,-2.4133734703064,-2.69136095046997,-2.71142148971558,0.293007612228394,0.282069832086563,0.273884326219559,0.243881538510323,0.245741248130798,0.208894610404968,0.215604156255722,0.219707995653152,0.228036016225815,0.227101787924767,0.2413479834795,0.245315119624138,0.247811526060104,-0.947629911204179
"Angola","AGO",-2.06191730499268,-2.31805849075317,-2.03817391395569,-1.5761798620224,-1.0073858499527,-1.0631206035614,-0.885178327560425,-0.539453446865082,-0.666658759117126,-0.361787378787994,-0.34759184718132,0.251998424530029,0.243547096848488,0.244249582290649,0.233037114143372,0.231508240103722,0.20011305809021,0.210538491606712,0.21616667509079,0.218148753046989,0.21937420964241,0.218295738101006,0.223476082086563,0.215016067028046,-0.414168177172542
"Anguilla","AIA",NA,NA,NA,NA,NA,0.788184821605682,1.18966603279114,1.10479998588562,1.08573806285858,1.11250960826874,0.868718087673187,0.348480731248856,0.349873960018158,0.335981905460358,0.301696002483368,0.324702829122543,0.259938985109329,0.274313002824783,0.276124715805054,0.28873285651207,0.280583202838898,0.313929110765457,0.315609365701675,0.322618782520294,0.533800107868094
"Albania","ALB",-0.336625128984451,-0.544004201889038,-0.539989590644836,-0.297719180583954,-0.309780240058899,-0.427259683609009,-0.505047976970673,-0.508157312870026,-0.203974649310112,-0.0305009130388498,-0.0451405122876167,0.26473930478096,0.260473906993866,0.250866293907166,0.221984326839447,0.228019788861275,0.196386188268661,0.202983424067497,0.207795679569244,0.215949967503548,0.215236961841583,0.233014643192291,0.236120238900185,0.239415779709816,-0.0323005369088302
"Caribbean Netherlands","BES",NA,NA,NA,NA,NA,0.685668110847473,0.816166162490845,1.10479998588562,1.08573806285858,1.11250960826874,0.868718087673187,0.348480731248856,0.349873960018158,0.335981905460358,0.301696002483368,0.393689393997192,NA,NA,NA,NA,NA,NA,NA,NA,0.673029273748398
"United Arab Emirates","ARE",0.964015007019043,0.871309280395508,0.975434422492981,0.937275111675262,0.994650185108185,0.768757998943329,0.875413298606873,0.923421084880829,0.975391387939453,0.696017920970917,0.919041454792023,0.246055126190186,0.243547096848488,0.238522350788116,0.21966552734375,0.225787356495857,0.192247405648232,0.198164418339729,0.204956501722336,0.211722627282143,0.211090251803398,0.227150216698647,0.229722216725349,0.233612805604935,0.532623793929815
"Argentina","ARG",0.111376881599426,-0.134649589657784,0.0958238765597343,-0.776545405387878,-0.359838128089905,-0.610934913158417,-0.0417749434709549,0.00196776282973588,0.0977966338396072,-0.0877556875348091,-0.234854578971863,0.241539120674133,0.239330947399139,0.238522350788116,0.21966552734375,0.225787356495857,0.192247405648232,0.198164418339729,0.204956501722336,0.211722627282143,0.211090251803398,0.227150216698647,0.229722216725349,0.233612805604935,0.0389218189617774
"Armenia","ARM",-0.364998608827591,-0.662787318229675,-0.68286794424057,-0.255784124135971,0.236966237425804,-0.116337485611439,-0.0663353949785233,-0.261023759841919,0.150905832648277,-0.00685302773490548,0.227863356471062,0.26473930478096,0.260473906993866,0.25491926074028,0.226807355880737,0.231508240103722,0.20011305809021,0.206814810633659,0.212601110339165,0.221277728676796,0.22028312087059,0.238514930009842,0.241320118308067,0.24469156563282,0.050950511416886
"American Samoa","ASM",NA,NA,NA,NA,NA,0.7369264960289,0.746284067630768,0.703987658023834,0.967931151390076,0.984463036060333,0.945724666118622,0.370833456516266,0.39340415596962,0.411335080862045,0.34492501616478,0.393689393997192,0.29147407412529,0.310120493173599,0.320921510457993,0.352203905582428,0.309305429458618,0.317559719085693,0.342520415782928,0.328609555959702,0.503801014862562
"Antigua & Barbuda","ATG",0.717076897621155,0.728511989116669,0.713235020637512,0.792559921741486,0.865690112113953,1.08463561534882,0.830512523651123,0.799820721149445,0.802670180797577,0.81389182806015,0.721793532371521,0.323601871728897,0.320087254047394,0.306695103645325,0.282746523618698,0.297252923250198,0.238057717680931,0.245949938893318,0.248026862740517,0.258104801177979,0.254123270511627,0.278495520353317,0.277125179767609,0.280120998620987,0.520032762860258
"Australia","AUS",1.39611268043518,1.06650125980377,1.33396470546722,1.18941462039948,0.878117203712463,0.935463547706604,0.8917076587677,0.934466600418091,0.928874909877777,0.954700112342834,0.855120599269867,0.241539120674133,0.239330947399139,0.238522350788116,0.21966552734375,0.225787356495857,0.192247405648232,0.198164418339729,0.204956501722336,0.206274390220642,0.207029983401299,0.20948238670826,0.214171290397644,0.210783064365387,0.590516610071063
